Timestamp,AF7 Value,TP9 Value
1731386385.800312,49.265690269029534,49.27925984254563
1731386385.828465,47.90360213035078,47.00914986583666
1731386385.834868,-50.38315180963428,-48.86012288723135
1731386385.839524,-47.75133483488189,-46.949412337614014
1731386385.862984,-45.0036054351944,-44.3102345797541
1731386385.866761,47.34496058510828,51.94718591924121
1731386385.89754,45.93166088431647,51.47678579495124
1731386385.926998,42.24449489509257,47.649662659834604
1731386385.934118,-54.64519899686072,-54.95708555340098
1731386385.937513,-57.39429576165268,-55.97218488070317
1731386385.963431,-57.75285830831945,-55.30326734734409
1731386385.969666,39.71197788260281,44.63809412563927
1731386385.998356,38.99819577101695,45.909496196282845
1731386386.0289,31.638664282165735,38.44061274212018
1731386386.032756,-57.727500128516255,-61.41870898231397
1731386386.036348,-61.56315726381772,-62.260977419901295
1731386386.065804,-54.99377641051603,-62.82201550729265
1731386386.067928,34.9752201799935,38.44843883543328
1731386386.094439,34.90683442436077,39.276642168048454
1731386386.131749,27.616293557112215,28.747836065269354
1731386386.133779,-57.51912986662086,-64.8350389679319
1731386386.136833,-60.76087821512732,-59.77819240086382
1731386386.157083,-58.41910978640608,-55.65908149812021
1731386386.167451,32.73395487649114,37.58515146644973
1731386386.198183,39.24329691624342,37.315437483123134
1731386386.229134,34.13875540128234,31.89734428462566
1731386386.232927,-29.443435290596284,-60.58689950770861
1731386386.238899,-50.77346639815893,-64.79589611765019
1731386386.263742,-47.31870096569002,-62.22598500530771
1731386386.26816,33.9954724511378,33.83860572134353
1731386386.297524,39.23242579400542,39.20662971156989
1731386386.330316,38.5738938793435,38.537575870207945
1731386386.333351,0.15283984260085504,0.820903923988709
1731386386.338897,-35.85999927606814,-53.272563141946534
1731386386.364163,-33.86705896022512,-51.47922715964208
1731386386.367085,2.1497520072372396,2.5051893400325156
1731386386.396492,41.59354150997433,41.86820116865786
1731386386.427241,41.790606738891654,42.191286545409156
1731386386.434959,0.6986211862608798,2.55373472697012
1731386386.438892,-37.30889810971182,-52.844978358071444
1731386386.462227,-35.18855125738996,-50.53231339078301
1731386386.468788,2.6198466485574983,2.739255905722416
1731386386.497559,46.237262086782636,45.699396264696986
1731386386.527362,45.643589420192484,46.56101144268777
1731386386.534173,0.5309293138005273,1.1675450566690273
1731386386.536022,-42.07810317804722,-53.875456358853654
1731386386.562081,-40.265493481593225,-51.24141539456497
1731386386.566789,2.588323011542613,0.8856782817900068
1731386386.596043,50.063736198157216,51.575717363918244
1731386386.628247,48.683348842395304,50.69014923888341
1731386386.633131,44.77858322760139,2.3427862363016914
1731386386.663735,-56.35717066604485,-52.08501223662301
1731386386.666208,-58.75347254226685,-47.417690353171395
1731386386.697907,-31.54531899168738,1.5317473581489764
1731386386.699794,52.18172291460101,53.85080648865039
1731386386.727614,55.046506389844666,55.82203414689485
1731386386.733642,46.55636716607472,47.88090436407907
1731386386.760738,-56.04618617307483,-50.02180710808698
1731386386.76526,-60.50922603083996,-56.055830443186
1731386386.792247,-25.545124942428828,-39.80600417736297
1731386386.800178,54.31106945759913,55.5014035168374
1731386386.828272,56.77384264914161,58.2076345502019
1731386386.831469,54.164104700533414,50.66790045993696
1731386386.863117,-44.99957331042541,-40.67872695011271
1731386386.865235,-59.19792345949945,-54.66751108518329
1731386386.892423,-61.01738558624425,-57.91035675272834
1731386386.898816,58.303556447118865,54.977315088072544
1731386386.927856,60.41302551757204,56.598307308539546
1731386386.933494,55.17210435765105,52.97779918629681
1731386386.962664,-29.11765915373813,-32.954608916919554
1731386386.965055,-50.23348005446804,-47.142618313147146
1731386386.99026,-59.680218872035404,-56.00505415921015
1731386386.999397,-39.53259862490495,-4.483803624677222
1731386387.029766,38.09770741596259,59.479478692749666
1731386387.037611,35.87881496107889,53.11281824121542
1731386387.059133,36.775315247700206,-5.9961860823382125
1731386387.066139,-38.48144742091779,-30.918421796055256
1731386387.095835,-49.482956193679094,-50.49258467862058
1731386387.098506,-38.38522165394037,-31.984536995254274
1731386387.128007,-30.694980144493485,-15.785554267290578
1731386387.131393,31.13895175064033,45.35197179055393
1731386387.163121,29.005065975762278,51.412926021483855
1731386387.165191,-34.49439978368588,-18.807183264825383
1731386387.192434,-44.59721229032354,-31.34423875795224
1731386387.199568,-50.46535070758213,-62.1657964752793
1731386387.223762,-29.703684714766055,-31.966598590402057
1731386387.233253,32.52682394208409,32.67229295351805
1731386387.26226,25.804224402706026,25.011402756104758
1731386387.265689,24.00190324763001,23.615243123839804
1731386387.294357,-47.27505022688487,-45.724064812248244
1731386387.329093,-56.211038068391844,-65.09546870687731
1731386387.33078,-56.78837585506749,-37.59194117929824
1731386387.333944,-36.951634971497185,-16.024018697854444
1731386387.360979,32.298066658054296,44.149650899019576
1731386387.393651,27.490759011404393,35.47203655853281
1731386387.397617,28.845930376196577,-0.6466566976427259
1731386387.427369,-44.272325155932165,-41.75244946972813
1731386387.431712,-52.82619043674488,-53.81583483055529
1731386387.461343,-46.25586145307528,-20.37981772861758
1731386387.466096,-39.52429721677213,-2.0230820281299344
1731386387.494482,29.19431743005171,51.0115022603282
1731386387.497418,28.205358691282783,44.918356424482454
1731386387.529535,29.52692917706713,-4.298889529190575
1731386387.531742,-36.86837253655343,-26.156293576236408
1731386387.561672,-59.36992300437223,-46.1023119468832
1731386387.565249,-24.69359388827506,-27.969533891787705
1731386387.594734,-8.71637949105012,-13.869355124932355
1731386387.597701,41.58332479439838,38.1711628700871
1731386387.625149,47.77215666450036,46.73562307701812
1731386387.63396,-16.32957803625561,-15.199844241767352
1731386387.661667,-62.59607115574297,-52.067038642901714
1731386387.664355,-30.503827203443606,-19.472949351076906
1731386387.695488,-7.191125014774585,5.497605643782151
1731386387.697426,38.534624917731776,37.53667168180044
1731386387.725133,40.507105247126816,37.56516189173229
1731386387.73176,35.62192271196477,26.91224325239814
1731386387.762542,-59.78733754052251,-54.756628491841234
1731386387.764218,-57.80734890190723,-52.74532161934271
1731386387.795226,-30.50162684202749,-5.432090125279004
1731386387.796908,36.49458092130564,39.95923120047155
1731386387.823718,39.311115406222086,42.19418109483246
1731386387.831649,33.5037465437768,35.701832807989206
1731386387.860049,-13.844786342503284,-39.12930544060551
1731386387.864185,-47.1659563309901,-53.48940232742233
1731386387.895721,-45.02533415839607,-54.86001533574918
1731386387.897448,35.24763915489095,36.10379753354482
1731386387.928474,39.98897154218682,39.358607221058264
1731386387.930396,35.46901069010639,34.1653493891574
1731386387.962813,-25.644347397260987,-14.565057818537682
1731386387.965045,-49.20270918295048,-53.80949794113207
1731386387.993093,-48.84543843321774,-59.25238363267081
1731386387.996577,41.84407438904202,47.31201457738999
1731386388.028453,45.933213272419266,43.93852325184443
1731386388.031956,42.1243864117622,40.16941799344414
1731386388.060439,-5.64909103258357,-8.652374175939173
1731386388.064989,-29.029255953245368,-25.870090574762884
1731386388.094416,-49.483743529210585,-59.47204672036781
1731386388.097594,-26.07583439955114,-20.81693997437307
1731386388.128107,47.74490414242959,47.654775296355126
1731386388.129952,42.745457354358564,44.89909292001937
1731386388.160667,-2.073577265295299,4.387631205871131
1731386388.163664,-11.35512539281622,-9.28225974334947
1731386388.193897,-22.834799299594508,-45.19175324736416
1731386388.197001,-25.269333917652276,-21.355223926298805
1731386388.226371,-21.624807748096643,-12.446445746126102
1731386388.231151,46.33293873685403,47.857459086964184
1731386388.261691,-17.252049561985956,8.674552790518447
1731386388.264255,-15.597739228265837,5.562745522647575
1731386388.292387,-10.290202516712654,19.675419351031138
1731386388.296941,47.36084551101874,-9.988220272934171
1731386388.327809,-13.370461498650101,-17.747156885985433
1731386388.330019,-18.076991679298473,-22.46784811981344
1731386388.360879,39.65933063910583,-8.334099953696892
1731386388.362991,-23.936979846474586,-12.670439004235405
1731386388.394072,-31.779546487853537,-10.304820352746361
1731386388.396036,16.675004624543476,47.3252505570631
1731386388.426362,-46.969248868484904,-20.602176740330805
1731386388.429447,-44.72061791025504,-26.944891086029173
1731386388.458736,27.644066658473008,38.64303204135473
1731386388.465235,-29.619237339381314,-30.367768667920572
1731386388.494696,-22.595796804599985,-25.84213947322101
1731386388.496845,31.13195835234194,32.724258012061256
1731386388.527858,35.593112206750504,34.87271243859382
1731386388.53037,-44.87141381434741,-41.33327054676946
1731386388.56013,-52.453606886960515,-46.578445931175416
1731386388.563275,45.5147070024056,38.976511788299035
1731386388.594522,-29.898709523479965,-33.626919232012725
1731386388.596211,-25.054032072280847,-30.283793384823085
1731386388.626199,52.48245832630539,48.089295554274855
1731386388.630284,47.64134579681206,40.88960418970021
1731386388.659916,-11.763845278159167,-21.375332383715744
1731386388.663306,-27.034453130881687,-32.64377850703664
1731386388.694056,-34.267063678867004,-46.31486757486773
1731386388.696392,-26.367479856982925,-20.73701590207439
1731386388.727442,-19.73806076196965,-9.303732531850486
1731386388.730478,42.438130065796855,47.22752954568497
1731386388.76019,-16.816255724723845,0.9583270220840916
1731386388.764533,-18.153754361348916,-6.584583877961876
1731386388.792515,-21.92646348937606,-11.808567926839032
1731386388.826105,36.93661256340545,-7.5984643039191155
1731386388.829629,-21.66725692981217,-14.063324238538698
1731386388.83451,-26.420275284686653,-12.758534621533485
1731386388.861707,-38.6784922758043,-6.79887934652902
1731386388.892702,-23.39678918145455,-1.3404311835473521
1731386388.897072,-13.12807074323095,2.187485910517964
1731386388.928339,33.60933341393556,34.84054853852817
1731386388.930194,-9.668441191637896,-10.163714763523899
1731386388.960662,-16.795766686633144,-20.54795054003054
1731386388.962545,-53.48539076342363,-62.33189800525081
1731386388.992753,-6.9866032229134305,-12.25108428650067
1731386388.99527,6.730576267213721,4.248463753114066
1731386389.026599,38.06745788525379,38.25502449167823
1731386389.030607,10.173495374530944,9.912664772721769
1731386389.059469,-2.2565004905491577,-2.059712295059313
1731386389.064608,-57.110399892930644,-56.14488081858312
1731386389.09239,-3.081383858152549,-5.683677369432331
1731386389.095282,5.649946790150338,3.128869064223011
1731386389.125195,27.75731122678951,30.465474745405857
1731386389.130149,5.813572570456046,4.72952245316182
1731386389.159722,-3.745915064661375,-4.076238772626951
1731386389.163187,-50.55402409260533,-50.717732887135256
1731386389.19281,-1.1325081904038825,-1.5281520546642184
1731386389.195859,8.521628594607364,8.08915434987729
1731386389.226488,28.199088640686682,31.929084765985635
1731386389.228346,5.7639760159096625,5.172814843403486
1731386389.260106,-4.635585109414976,-4.541164980679156
1731386389.262216,-43.18653877115297,-47.64702412622829
1731386389.292053,-1.6349076868901022,-0.6204221729928889
1731386389.29665,9.448155926188974,10.556787914396011
1731386389.327603,36.073067813765505,36.30101045871908
1731386389.329389,12.54001108710483,12.167801744701862
1731386389.358535,-2.733129230820225,-4.328399384962182
1731386389.363565,-32.554767046789706,-48.60900827799814
1731386389.39452,1.5291620240949015,-1.4924041116613154
1731386389.396113,13.303791231285828,10.695953255633057
1731386389.427453,47.63098610095898,47.04105638943955
1731386389.429991,13.783521737693349,13.75868754370137
1731386389.458928,3.841875779959935,3.5855913111177955
1731386389.461769,-34.84567698023962,-49.22761743559717
1731386389.492819,-4.701792377913307,-8.45433034320638
1731386389.495149,8.903810902318867,5.627792513404501
1731386389.527426,59.29323921285808,54.600749300267125
1731386389.529424,63.080656911204755,58.76722293963297
1731386389.557003,-7.43251521584078,-8.880667675239735
1731386389.575391,-49.129670832325665,-49.34566043792999
1731386389.589764,-47.41424755861799,-23.90378235671669
1731386389.595834,-38.22835196200286,17.18877012316004
1731386389.625361,50.84610635741541,68.4087305965648
1731386389.629439,57.72745611860117,71.79050639625646
1731386389.659494,-23.121128878505715,-7.216099948922874
1731386389.661468,-37.375537372434856,-55.10395536027617
1731386389.693043,-48.72864416508102,-55.885486685541004
1731386389.696922,-16.726391726465906,-20.96811633041689
1731386389.726996,67.42461299505828,71.3867957186541
1731386389.729708,65.07214875389565,70.96149613466403
1731386389.759658,-7.210338671683417,-2.4131426649239955
1731386389.763469,-45.15509882225837,-37.345836409826596
1731386389.79282,-62.708320542181525,-66.09611003957426
1731386389.796876,-27.20085681145001,-26.370325996049942
1731386389.825909,64.9190724158253,70.11894115009758
1731386389.830668,57.81757611925633,66.94479894002367
1731386389.856957,-4.832381278171582,-5.75950212560673
1731386389.863361,-25.182349716327366,-25.173694403416874
1731386389.890302,-29.218100902086803,-44.28714255082742
1731386389.894788,-27.66688911832435,-26.959946738997814
1731386389.925779,-21.157161281627978,-20.43437556113267
1731386389.929075,41.52049944559067,55.53573865978427
1731386389.957816,-7.30952700871056,-12.465344595027432
1731386389.962769,-10.38085303750789,-15.511615928128748
1731386389.993068,1.3425019350163439,-5.84646109634464
1731386389.99675,28.67116429032285,44.80774813947653
1731386390.025278,1.3440290758179714,-3.3703700359520923
1731386390.028511,-10.172446549860197,-11.919523049005747
1731386390.058976,-54.46673932083472,-66.48750368907963
1731386390.06123,-14.496700171922015,-11.49098720493727
1731386390.091362,-1.6540734468046168,0.9512866211788946
1731386390.096308,26.782700826412793,33.6768038571266
1731386390.12535,10.508427021724856,5.4313785862953665
1731386390.128044,-7.277968279496932,-6.7028013850059835
1731386390.157633,-47.994379023762676,-54.86975524066233
1731386390.161729,-10.329715768115605,-9.448002206232118
1731386390.192526,1.4929560209089061,2.519360755215658
1731386390.196752,28.793058155266436,34.48363194298494
1731386390.225415,4.070650153618757,5.125650002700027
1731386390.228013,-6.844012484891493,-6.174487151448474
1731386390.258841,-48.63498131187466,-52.0988066067299
1731386390.263708,-9.73282070016073,-8.94841300546814
1731386390.292433,2.10317795047375,8.077680744355547
1731386390.296655,32.62878407919237,36.90376086061363
1731386390.324686,4.935173014790223,4.380686684644701
1731386390.329321,-5.965695862794291,-7.250860130579156
1731386390.359332,-12.902458081072723,-52.852410673527714
1731386390.363789,-12.652160786903906,-10.936582087362652
1731386390.392178,-16.273348320562803,-1.7332413971633542
1731386390.39585,37.444471097142895,42.501752062559746
1731386390.425471,-21.190858319179313,2.3007353113576983
1731386390.42885,-23.262567247851337,-7.670847436858367
1731386390.458058,-27.65319867644122,-14.445173178703612
1731386390.461036,-10.251977964144103,-10.864613325619871
1731386390.492062,-11.048479893675136,-14.249186766687131
1731386390.497188,-8.629908849616157,-11.263495893959814
1731386390.523702,1.8451805345902415,-2.3982126863175495
1731386390.53038,4.638664224297258,3.8367065001530705
1731386390.556759,5.841077003747259,6.838939788918026
1731386390.559594,10.830349184323723,11.652790490192345
1731386390.591905,7.809089003000921,8.00753532085136
1731386390.596092,2.1495482120947713,0.8800050959318924
1731386390.623713,-2.5172868295793194,-4.713106636936857
1731386390.627782,3.7899145568353703,0.4154325248606767
1731386390.656892,3.7618196599770783,1.0333424044994217
1731386390.661141,55.5529880457741,57.85536116338682
1731386390.690283,-4.253637866571296,-1.6720672357893704
1731386390.693941,-10.73500733028709,-10.73323545236913
1731386390.723284,-28.41639015620494,-26.637769266089165
1731386390.728181,-26.164481364618382,-21.650242923267896
1731386390.758645,-11.313898276954262,-12.285364672294278
1731386390.76067,50.843949499582095,52.9310280738016
1731386390.789983,53.33733369703182,0.9385987449082194
1731386390.825027,-18.30757552759924,-14.273221080858093
1731386390.828228,-63.939580638430755,-48.98203073927405
1731386390.856534,-64.90684212416076,-52.221435109771264
1731386390.862089,-31.701902729653654,23.66119586631487
1731386390.889754,35.28512716406178,51.292263667627
1731386390.893759,36.07409070778351,53.333403906988224
1731386390.923335,40.41259736504418,50.15173726697526
1731386390.927394,-32.58068046304467,-64.45801536784958
1731386390.958727,-56.31121180121673,-64.80951692057211
1731386390.961564,-50.56850377527425,-39.02077278104191
1731386390.990238,39.50534964637578,40.871417788698125
1731386390.994687,45.565508067122494,48.500967673573825
1731386391.022918,42.66088067715347,47.9876965381049
1731386391.026217,27.326892528920553,9.424339816024045
1731386391.053939,-49.59599550017973,-55.14475252095569
1731386391.060351,-53.18156509935276,-59.50577180154627
1731386391.090333,18.35310791617242,37.148796346254386
1731386391.094088,36.240684261430886,46.86468867097054
1731386391.122621,42.56536842307142,47.003338033750424
1731386391.127472,38.73381505248295,38.31143924185801
1731386391.157476,20.8897984182058,-30.287103467601796
1731386391.15943,-54.3215540634596,-60.94751175504954
1731386391.189827,-58.56884483271117,-59.87238412894851
1731386391.19198,8.692227311298353,39.136375029924125
1731386391.22339,28.53870952578592,48.3234588679704
1731386391.226479,37.50218062560779,51.586196297000924
1731386391.25707,36.37570419903645,47.7144284045506
1731386391.259938,-35.87032906179023,-38.24385629835253
1731386391.290263,-60.326986137220075,-47.5473921696319
1731386391.293111,-63.135655865838245,-47.78309170109188
1731386391.323041,41.40714098715827,37.091328952891985
1731386391.328702,46.4071579685681,44.068704883800336
1731386391.356346,43.997599820161184,45.850127371567
1731386391.361735,-4.4407839808299485,10.399996061467974
1731386391.389722,-29.602241710925142,-45.01008945389281
1731386391.394643,-67.83598152585404,-51.970438770377605
1731386391.423005,-16.44374615867588,-19.266620122785866
1731386391.425115,41.080146453089355,36.082780197821705
1731386391.456706,36.00796274233383,31.74597676404528
1731386391.460819,-12.250959319613543,-10.920639175296884
1731386391.48982,-49.719283597272465,-39.03818842508409
1731386391.493435,-72.01319486287517,-56.96739155864138
1731386391.525168,-25.981075448853957,-23.37823613134161
1731386391.527051,40.65656991077657,39.40362846881996
1731386391.556776,34.64123789589067,35.46811167035261
1731386391.560675,-10.549791172818217,-8.26717906157269
1731386391.589955,-28.993851425313437,-27.544561737916453
1731386391.594139,-45.848811164668355,-39.25762722657726
1731386391.623473,-26.723921775985687,-22.375821544789304
1731386391.626116,-19.496425695494338,-10.434592240904863
1731386391.656728,36.75055360752083,38.258747666899524
1731386391.661236,-23.083652950624327,2.8400756970998486
1731386391.688726,-28.3755044834392,-6.010309488635087
1731386391.692769,-25.06489453416218,-10.124610675103767
1731386391.721522,42.5242254643897,1.2524519458788177
1731386391.728219,-12.549487821584322,-12.856911141452443
1731386391.756944,-15.249526365298166,-15.643119143650296
1731386391.761626,-3.563722799228401,-3.9617623074768744
1731386391.788701,-6.634364605169523,-7.057175668077548
1731386391.792421,4.740082407842721,26.592035203136447
1731386391.823024,44.44431228731028,49.33348851938297
1731386391.82754,7.3499691685143205,2.6092005258586255
1731386391.855341,-4.027627737680575,-10.38982171208616
1731386391.858401,-11.026307577440065,-48.06946185510348
1731386391.889824,-17.493520846545977,-10.916741203425843
1731386391.892344,-14.49992530549082,0.7050191796591463
1731386391.921935,46.40655948440926,50.37428161090659
1731386391.925359,-19.91337625912641,6.500135797464594
1731386391.956069,-22.471600118777104,-4.391827748258265
1731386391.958112,-27.214186530763058,-11.677684143229499
1731386391.989603,-16.1765456528657,-17.11498727295377
1731386391.993494,-10.416869097481666,-14.2766775233017
1731386392.021943,49.317194315781705,46.421979026231355
1731386392.027079,-13.822566687552666,-16.208210423783342
1731386392.056322,-20.177217607282586,-17.232625455538013
1731386392.089122,-26.492808267102163,-19.875013306688786
1731386392.09349,48.784748098460426,44.61145810674142
1731386392.122069,-19.207611571757766,-16.478499816986087
1731386392.127358,-21.577345845055618,-19.598316487882272
1731386392.153023,-32.914465709534255,-29.25714848980023
1731386392.158647,-17.346389301212966,-16.706619333853112
1731386392.188678,-7.909031696769105,-8.59477741557383
1731386392.193426,51.8347370668896,47.17129077443266
1731386392.218115,53.659261564853296,26.00295436366531
1731386392.22578,-21.888887552683826,-18.252333942668002
1731386392.255864,-55.195612056283686,-59.349881096565795
1731386392.259345,-38.47028431602805,-16.469690373301987
1731386392.284122,-13.46263874186316,2.729257226665311
1731386392.292582,46.40166860232097,53.56127095087834
1731386392.321924,49.472084065974116,58.624131532472234
1731386392.324578,45.39017060955993,-9.819164709273736
1731386392.355024,-57.9343813426351,-58.693655516107206
1731386392.359063,-57.92302454060284,-54.477500427001324
1731386392.388789,-35.06764139678941,-1.8590579842421562
1731386392.393475,45.9317292070935,55.40303133661368
1731386392.421984,49.59182620487792,57.28115107255559
1731386392.426735,47.04325261592001,51.906956922478884
1731386392.445974,-47.8962634567675,-54.97992476648304
1731386392.456784,-49.15324810514874,-58.368770519606386
1731386392.488825,-17.906511732781837,-26.386678575348427
1731386392.492152,48.79943207654085,45.395021649474984
1731386392.518556,50.58652573079419,46.091363997986946
1731386392.525145,45.73431820086651,42.83189432773645
1731386392.553826,-41.02036897899421,-52.406828354143386
1731386392.559749,-55.324458074429195,-58.257630115476
1731386392.583137,-55.81520599460401,-61.93508951687402
1731386392.591499,21.153632114643315,48.30888792377547
1731386392.620264,28.338574705284344,50.73814002662067
1731386392.625915,31.11264525722629,45.792715395267976
1731386392.64669,23.593431031043764,-20.193415334892663
1731386392.659153,-46.43927890036041,-60.07444862056415
1731386392.687283,-60.211282576410056,-58.36678022824323
1731386392.690137,-44.84433434089402,-32.68349090013008
1731386392.721389,32.335112152455736,42.08642313569854
1731386392.725233,26.756444242965188,49.76525176755163
1731386392.752712,29.37208057311682,48.70320309370598
1731386392.783423,-44.237041362666865,-31.47808862802647
1731386392.789872,-65.88509727676569,-57.20879397289467
1731386392.813021,-51.52077560295595,-47.291914081485665
1731386392.82597,-23.718136869476098,-26.176963319839658
1731386392.849943,32.79146474372098,43.68442462334724
1731386392.855702,41.32256884600349,50.91085703035375
1731386392.878225,45.29553606125586,50.45946687366799
1731386392.891457,-33.55775798530905,-28.583865468608167
1731386392.915703,-62.89357103462193,-54.02942426716201
1731386392.925932,-40.35430501093188,-27.52286239318711
1731386392.95347,18.304470797256172,39.89391693667366
1731386392.956285,25.594629010179588,41.3713240362506
1731386392.982597,23.085091008790286,32.964465568519955
1731386392.992674,14.659941339694342,-14.085179971339855
1731386393.020065,-56.10262499790782,-61.96899531698239
1731386393.022702,-60.06146154260574,-51.34208463477562
1731386393.049076,-43.548168861738304,-15.640942970021044
1731386393.056208,12.174384985685663,43.32164971812108
1731386393.083412,21.484353411170204,47.06116699571018
1731386393.091759,24.52674315875727,41.51216826560852
1731386393.11924,15.62179166169851,-19.646454488537174
1731386393.122783,-47.13804997583443,-54.18410425848055
1731386393.148268,-61.19489728037079,-52.211807692967035
1731386393.156591,-23.19427784760859,-11.260635718075875
1731386393.183284,37.691052490490534,41.51691881167184
1731386393.189315,42.852788507551935,46.061694422815975
1731386393.210982,39.94190479476782,43.89361936292434
1731386393.225404,-14.607387339655219,-3.321542345539271
1731386393.249588,-42.48088938897513,-46.257790031596905
1731386393.257811,-40.217235729279345,-47.39064036817745
1731386393.285874,4.534293651764301,-4.339024066509538
1731386393.289551,44.48522641979807,44.89351019958704
1731386393.316612,46.130293654871025,45.910322824483245
1731386393.322082,9.756173148062146,7.986702949950228
1731386393.352449,-33.696065594324054,-42.447141378894024
1731386393.356044,-31.734874210878075,-38.966550264880205
1731386393.387733,11.166096767260498,8.93585109456923
1731386393.389562,45.00968942830298,48.05994707362564
1731386393.415241,46.201204460649876,45.63096457764874
1731386393.422947,-4.728381429639626,-6.829178213707905
1731386393.450917,-41.569605783460396,-43.01143440478285
1731386393.458979,-41.43107939312453,-43.53914707109446
1731386393.479178,9.402764277996468,9.318624745107357
1731386393.492293,49.44452111300191,45.07580367518901
1731386393.516822,48.97505284076129,45.32401421318744
1731386393.524542,-5.2518130692735525,-5.9559208152086
1731386393.55153,-48.470200703905455,-45.334523780347325
1731386393.556032,-48.06071187571618,-46.91548214939556
1731386393.584614,4.4916717462024565,6.932921224727949
1731386393.590217,40.17652038940341,45.40178647498999
1731386393.617336,42.00273349765132,45.984510723986716
1731386393.622496,-6.5650134412016,-4.898647010935065
1731386393.649377,-47.68652843933234,-51.493405755122765
1731386393.655362,-47.391553795370726,-50.488820390848936
1731386393.684141,7.720884220548726,28.491485991803557
1731386393.688813,46.14547123844454,51.526995455119646
1731386393.71185,45.11963816088945,50.766986901116866
1731386393.722297,-13.960782638100738,-17.469670604179186
1731386393.74704,-26.91255574079814,-61.530843790284266
1731386393.757457,-60.88575250947988,-59.76823861555117
1731386393.785973,-37.733723743979816,-5.464814528590452
1731386393.788604,27.03899188958981,49.179145868381056
1731386393.815752,25.163911994671963,53.933852292886115
1731386393.822317,28.554298252658214,35.161156927193474
1731386393.853962,-44.56146517859819,-29.811954119845808
1731386393.858484,-54.14574530005886,-60.507724308428074
1731386393.885344,-19.673522899158343,-24.937700505277505
1731386393.890514,50.026506848749904,52.928011290233485
1731386393.913375,53.437915220302614,54.88649577945435
1731386393.920837,48.567988281097854,51.16212738672991
1731386393.951951,-27.704915431560337,-12.747316572511835
1731386393.979116,-44.286476406198275,-46.150848859298165
1731386393.988578,-58.11595347330566,-62.56276755228333
1731386393.992777,-23.685803160833927,-22.762002306361595
1731386394.017155,52.876653005487356,55.625734022977355
1731386394.043275,48.12345693735935,50.677066899102044
1731386394.055532,-10.040064921083996,-8.810006808193052
1731386394.084049,-25.57201660626535,-23.137982649884208
1731386394.088889,-32.686691818456254,-44.57319742116027
1731386394.112433,-18.402453285405244,-18.349262654961223
1731386394.124244,-18.401237226765915,-10.238492438609157
1731386394.146738,47.85107140874524,50.66641847832773
