Time (ms),Raw ECG
112168.00,-46.63
112176.00,-40.97
112184.00,-91.53
112192.01,-152.19
112200.00,-231.23
112208.01,-199.39
112216.00,-127.79
112224.00,-121.93
112232.00,-89.13
112240.00,-48.14
112248.00,-32.23
112256.00,-1.03
112264.01,26.58
112272.01,45.70
112280.00,71.62
112288.00,92.92
112296.01,112.77
112304.00,133.92
112312.01,151.92
112320.00,169.14
112328.00,185.95
112336.01,201.05
112344.00,215.63
112352.00,229.14
112360.01,241.63
112368.00,253.31
112376.01,263.94
112384.01,273.53
112392.00,283.28
112400.00,292.09
112408.00,299.38
112416.00,306.34
112424.01,312.56
112432.01,317.91
112440.00,322.75
112448.01,326.88
112456.00,330.25
112464.01,333.22
112472.01,335.44
112480.00,337.25
112488.01,338.16
112496.00,338.13
112504.00,338.09
112512.02,338.00
112520.00,337.31
112528.00,335.88
112536.00,334.44
112544.00,332.28
112552.01,329.81
112560.00,327.25
112568.01,324.41
112576.00,320.31
112584.00,315.91
112592.00,312.13
112600.00,307.53
112608.00,302.69
112616.01,297.69
112624.00,292.41
112632.00,286.63
112640.01,280.97
112648.01,274.88
112656.00,268.66
112664.00,262.41
112672.00,255.72
112680.00,249.00
112688.01,242.28
112696.00,235.09
112704.00,228.09
112712.01,220.81
112720.01,213.47
112728.00,206.06
112736.00,198.53
112744.00,190.91
112752.00,183.31
112760.00,175.53
112768.02,167.97
112776.00,160.13
112784.00,152.33
112792.00,144.52
112800.00,136.75
112808.00,128.91
112816.00,121.19
112824.00,113.39
112832.01,105.67
112840.00,97.91
112848.00,90.25
112856.00,82.61
112864.00,75.02
112872.01,67.55
112880.00,60.08
112888.00,52.72
112896.00,45.34
112904.00,38.14
112912.00,31.00
112920.01,24.02
112928.00,17.01
112936.00,10.20
112944.00,3.45
112952.00,-3.21
112960.01,-9.73
112968.01,-16.20
112976.01,-22.48
112984.00,-28.65
112992.00,-34.70
113000.00,-40.63
113008.01,-46.43
113016.00,-52.09
113024.01,-57.66
113032.00,-63.04
113040.00,-68.03
113048.01,-72.78
113056.01,-78.26
113064.01,-83.59
113072.00,-87.93
113080.01,-92.45
113088.01,-97.07
113096.00,-101.15
113104.00,-105.32
113112.00,-109.33
113120.00,-113.09
113128.00,-116.77
113136.00,-120.01
113144.01,-122.77
113152.01,-125.87
113160.01,-129.26
113168.01,-132.45
113176.01,-135.56
113184.01,-137.86
113192.00,-139.89
113200.01,-142.64
113208.01,-144.92
113216.00,-146.56
113224.00,-148.06
113232.00,-149.98
113240.01,-152.58
113248.00,-150.97
113256.01,-61.50
113264.00,76.52
113272.01,-36.20
113280.01,-247.14
113288.00,-7.27
113296.01,441.31
113304.00,290.80
113312.00,-253.58
113320.00,-341.38
113328.00,-205.58
113336.00,-275.97
113344.00,-264.36
113352.01,-173.00
113360.00,-112.06
113368.00,-17.98
113376.00,98.97
113384.01,348.88
113392.00,619.34
113400.00,629.66
113408.01,522.53
113416.01,488.50
113424.00,442.22
113432.01,379.34
113440.01,341.63
113448.00,293.69
113456.00,245.78
113464.01,207.41
113472.00,164.81
113480.01,126.62
113488.00,90.87
113496.00,54.44
113504.01,21.59
113512.01,-10.97
113520.00,-41.91
113528.01,-70.41
113536.01,-98.75
113544.01,-124.72
113552.01,-148.94
113560.00,-172.69
113568.00,-194.53
113576.00,-215.06
113584.01,-234.63
113592.00,-252.63
113600.00,-269.69
113608.01,-285.47
113616.00,-300.16
113624.00,-313.72
113632.00,-326.16
113640.01,-337.69
113648.00,-348.19
113656.00,-357.63
113664.02,-366.13
113672.00,-373.75
113680.01,-380.50
113688.01,-386.50
113696.00,-391.44
113704.00,-484.31
113712.01,-855.69
113720.01,-1126.25
113728.00,-649.81
113736.00,-147.88
113744.01,-388.63
113752.00,-621.31
113760.01,-518.44
113768.00,-482.50
113776.00,-529.94
113784.00,-666.19
113792.02,-925.19
113800.00,-1135.81
113808.00,-1142.63
113816.00,-1041.88
113824.00,-957.69
113832.00,-799.03
113840.00,-605.78
113848.00,-538.19
113856.00,-544.84
113864.01,-580.22
113872.01,-661.97
113880.01,-686.22
113888.00,-648.91
113896.00,-622.88
113904.01,-568.84
113912.00,-513.41
113920.02,-482.06
113928.00,-432.63
113936.01,-386.16
113944.00,-272.78
113952.01,-5.59
113960.00,232.38
113968.00,296.81
113976.01,306.22
113984.00,289.73
113992.01,211.52
114000.01,99.78
114008.00,-50.38
114016.00,-184.88
114024.01,-241.11
114032.00,-217.20
114040.00,-158.97
114048.01,-99.44
114056.00,80.10
114064.01,382.14
114072.00,626.42
114080.01,796.70
114088.00,875.31
114096.01,815.52
114104.00,764.41
114112.01,757.22
114120.00,714.94
114128.01,682.32
114136.00,608.58
114144.01,267.72
114152.01,-97.98
114160.01,220.58
114168.01,769.20
114176.01,611.00
114184.00,286.55
114192.01,162.93
114200.01,-130.47
114208.01,-250.55
114216.00,-159.28
114224.00,-270.23
114232.01,-326.75
114240.01,-173.58
114248.01,19.41
114256.00,349.05
114264.00,696.52
114272.00,770.08
114280.00,692.83
114288.00,667.41
114296.00,648.11
114304.01,607.84
114312.01,583.44
114320.00,556.33
114328.00,525.25
114336.00,502.20
114344.00,476.06
114352.00,450.36
114360.00,427.92
114368.00,404.22
114376.00,382.22
114384.01,360.75
114392.00,339.36
114400.00,319.80
114408.00,299.81
114416.00,280.58
114424.01,262.55
114432.01,244.59
114440.01,227.34
114448.01,210.97
114456.01,194.91
114464.00,179.63
114472.00,164.70
114480.00,150.55
114488.00,136.73
114496.00,123.50
114504.00,110.83
114512.00,98.67
114520.00,86.98
114528.00,75.66
114536.00,64.94
114544.00,54.50
114552.01,44.72
114560.01,35.28
114568.01,26.12
114576.01,17.64
114584.00,9.28
114592.01,1.45
114600.01,-6.03
114608.00,-13.11
114616.00,-19.81
114624.01,-26.17
114632.00,-32.16
114640.01,-37.95
114648.01,-43.49
114656.00,-48.38
114664.01,-53.29
114672.01,-57.82
114680.01,-61.96
114688.01,-65.99
114696.00,-69.54
114704.00,-72.98
114712.00,-76.05
114720.00,-79.15
114728.00,-81.76
114736.00,-84.12
114744.00,-86.30
114752.01,-88.36
114760.00,-90.20
114768.00,-91.83
114776.01,-93.12
114784.00,-94.58
114792.01,-95.45
114800.01,-96.37
114808.00,-96.96
114816.01,-97.23
114824.00,-97.43
114832.01,-98.07
114840.00,-98.64
114848.01,-98.25
114856.00,-98.19
114864.01,-97.69
114872.01,-96.77
114880.01,-96.80
114888.01,-96.52
114896.01,-95.56
114904.01,-94.81
114912.00,-94.14
114920.00,-92.79
114928.00,-91.67
114936.01,-90.38
114944.01,-89.19
114952.01,-87.96
114960.00,-86.45
114968.00,-85.04
114976.01,-83.60
114984.01,-81.88
114992.01,-80.15
115000.00,-78.65
115008.01,-76.88
115016.01,-74.97
115024.01,-73.30
115032.01,-71.49
115040.01,-69.54
115048.01,-67.71
115056.00,-65.63
115064.00,-63.66
115072.01,-61.70
115080.01,-59.85
115088.01,-57.76
115096.00,-55.79
115104.01,-53.57
115112.00,-51.62
115120.00,-49.66
115128.01,-47.59
115136.00,-45.53
115144.01,-43.48
115152.01,-41.44
115160.00,-39.53
115168.00,-37.64
115176.01,-35.51
115184.00,-33.52
115192.01,-31.55
115200.00,-29.48
115208.01,-27.54
115216.01,-25.63
115224.00,-23.61
115232.00,-21.74
115240.01,-20.02
115248.00,-18.06
115256.01,-16.38
115264.01,-14.48
115272.01,-12.73
115280.00,-11.00
115288.00,-9.17
115296.00,-7.62
115304.00,-5.97
115312.01,-4.09
115320.00,-2.75
115328.02,-1.19
115336.01,0.47
115344.01,1.73
115352.00,3.46
115360.00,4.66
115368.01,6.20
115376.01,7.34
115384.00,8.83
115392.00,10.03
115400.00,11.21
115408.00,11.85
115416.00,13.60
115424.00,15.06
115432.00,15.35
115440.00,16.01
115448.00,17.14
115456.02,18.25
115464.00,19.32
115472.00,20.23
115480.00,20.99
115488.01,21.84
115496.01,22.66
115504.00,23.58
115512.01,24.34
115520.00,25.21
115528.00,25.90
115536.01,26.33
115544.00,26.85
115552.01,27.59
115560.01,28.07
115568.01,28.76
115576.01,16.91
115584.02,-40.34
115592.01,-144.38
115600.00,-223.21
115608.01,-245.55
115616.01,-266.07
115624.00,-264.04
115632.01,-209.48
115640.00,-182.35
115648.01,-178.22
115656.00,-138.56
115664.01,-96.70
115672.01,-65.80
115680.01,-47.34
115688.00,-45.06
115696.00,-35.80
115704.00,-33.81
115712.02,-32.71
115720.00,5.51
115728.00,46.37
115736.00,54.45
115744.00,61.69
115752.00,69.41
115760.00,25.67
115768.00,-31.01
115776.01,-20.84
115784.00,-2.86
115792.00,-29.84
115800.00,-64.04
115808.01,-91.53
115816.01,-103.97
115824.01,-112.34
115832.00,-136.89
115840.01,-73.23
115848.00,32.00
115856.00,-168.03
115864.00,-517.16
115872.01,-331.75
115880.00,230.98
115888.01,342.45
115896.01,40.72
115904.00,-81.20
115912.00,14.20
115920.00,93.83
115928.00,106.27
115936.00,93.36
115944.00,82.55
115952.00,56.77
115960.00,22.78
115968.01,8.83
115976.00,13.89
115984.01,45.97
115992.00,98.27
116000.00,121.50
116008.00,91.62
116016.00,37.63
116024.00,0.75
116032.00,-14.92
116040.01,-31.31
116048.01,-35.00
116056.00,-0.56
116064.00,38.97
116072.01,39.44
116080.00,48.41
116088.00,100.53
116096.01,123.75
116104.00,115.22
116112.00,84.59
116120.01,-7.55
116128.00,-31.50
116136.00,41.38
116144.00,71.81
116152.00,129.28
116160.00,179.03
116168.01,123.53
116176.01,141.06
116184.00,230.53
116192.00,249.91
116200.01,308.66
116208.00,436.19
116216.00,522.59
116224.02,593.75
116232.01,666.03
116240.00,682.41
116248.00,676.47
116256.00,726.50
116264.00,828.28
116272.01,786.81
116280.01,350.03
116288.01,-142.47
116296.01,134.33
116304.01,851.20
116312.01,865.22
116320.01,548.91
116328.01,605.61
116336.00,612.97
116344.01,502.19
116352.02,389.59
116360.01,246.58
116368.00,346.47
116376.00,487.81
116384.00,396.14
116392.00,338.20
116400.01,343.31
116408.01,284.86
116416.01,252.59
116424.00,232.95
116432.00,190.18
116440.01,165.15
116448.00,138.53
116456.01,106.35
116464.00,82.96
116472.01,56.71
116480.02,31.04
116488.00,8.84
116496.01,-14.52
116504.00,-35.61
116512.01,-55.90
116520.00,-76.59
116528.00,-95.52
116536.00,-113.60
116544.00,-131.27
116552.01,-147.71
116560.01,-163.57
116568.00,-178.70
116576.01,-192.75
116584.00,-206.16
116592.00,-218.92
116600.00,-230.91
116608.00,-242.19
116616.00,-252.78
116624.01,-262.73
116632.01,-271.98
116640.00,-280.55
116648.01,-288.48
116656.00,-295.92
116664.00,-302.67
116672.00,-308.91
116680.01,-314.47
116688.01,-319.50
116696.00,-324.16
116704.00,-328.13
116712.01,-331.69
116720.01,-334.63
116728.00,-337.09
116736.01,-339.28
116744.00,-341.00
116752.00,-341.97
116760.01,-342.91
116768.01,-343.16
116776.00,-343.25
116784.00,-342.84
116792.00,-342.06
116800.00,-340.78
116808.00,-339.22
116816.01,-337.69
116824.00,-335.47
116832.01,-333.00
116840.00,-330.38
116848.00,-327.47
116856.01,-324.69
116864.01,-321.09
116872.00,-317.50
116880.01,-313.81
116888.01,-309.34
116896.00,-304.34
116904.01,-300.41
116912.00,-295.03
116920.00,-290.00
116928.00,-284.78
116936.00,-279.31
116944.00,-273.72
116952.00,-268.03
116960.00,-262.31
116968.01,-257.22
116976.01,-250.66
116984.00,-244.13
116992.02,-240.13
117000.01,-260.75
117008.00,-324.38
117016.00,-392.25
117024.00,-479.97
117032.00,-642.41
117040.01,-743.09
117048.00,-683.88
117056.00,-630.72
117064.00,-635.38
117072.00,-598.38
117080.00,-537.22
117088.01,-492.16
117096.01,-457.72
117104.01,-377.91
117112.01,-211.59
117120.01,-205.09
117128.00,-530.28
117136.00,-735.64
117144.00,-450.80
117152.00,-67.05
117160.00,-128.61
117168.01,-426.81
117176.00,-415.75
117184.01,-285.89
117192.01,-280.78
117200.01,-177.47
117208.00,-74.63
117216.00,-130.95
117224.00,-156.60
117232.01,-88.05
117240.00,-40.00
117248.01,7.18
117256.00,92.46
117264.00,132.19
117272.01,109.35
117280.01,111.74
117288.00,143.38
117296.01,150.22
117304.00,111.45
117312.00,42.24
117320.01,25.04
117328.01,91.79
117336.00,175.34
117344.00,226.95
117352.00,226.17
117360.00,200.81
117368.01,184.91
117376.01,181.78
117384.01,202.77
117392.01,228.11
117400.00,241.06
117408.01,258.59
117416.00,276.34
117424.01,289.03
117432.00,303.72
117440.01,316.84
117448.00,328.00
117456.01,339.75
117464.01,349.78
117472.00,358.75
117480.00,378.19
117488.01,423.75
117496.00,472.50
117504.01,474.59
117512.00,451.00
117520.01,462.88
117528.00,522.66
117536.00,621.66
117544.01,598.22
117552.01,362.28
117560.01,280.63
117568.00,554.09
117576.00,873.28
117584.01,846.94
117592.01,584.13
117600.00,592.84
117608.00,709.13
117616.00,650.00
117624.00,650.19
117632.02,662.34
117640.01,586.38
117648.00,505.50
117656.00,407.16
117664.00,315.41
117672.01,255.56
117680.00,228.97
117688.00,232.63
117696.00,224.38
117704.00,195.84
117712.00,147.34
117720.01,89.22
117728.01,57.84
117736.01,54.75
117744.00,61.50
117752.01,65.62
117760.00,70.37
117768.00,85.66
117776.01,108.75
117784.01,134.06
117792.01,141.63
117800.00,135.69
117808.00,137.66
117816.00,138.19
117824.00,145.56
117832.01,172.47
117840.01,197.47
117848.00,200.16
117856.00,176.81
117864.00,146.75
117872.00,134.84
117880.00,142.53
117888.02,185.63
117896.00,261.17
117904.00,306.09
117912.00,320.61
117920.00,359.38
117928.00,409.34
117936.00,447.08
117944.00,526.56
117952.00,679.53
117960.01,747.42
117968.00,466.56
117976.01,-59.06
117984.00,-28.39
117992.01,614.94
118000.01,692.94
118008.00,367.71
118016.01,446.19
118024.00,435.30
118032.01,289.57
118040.01,317.47
118048.00,263.68
118056.00,194.17
118064.00,188.73
118072.01,134.74
118080.01,95.72
118088.01,71.62
118096.01,28.56
118104.00,-0.61
118112.01,-28.82
118120.01,-61.89
118128.00,-87.23
118136.01,-114.47
118144.02,-141.33
118152.01,-164.25
118160.00,-188.09
118168.00,-210.25
118176.01,-230.47
118184.00,-250.66
118192.00,-269.31
118200.01,-286.75
118208.00,-303.42
118216.01,-319.09
118224.01,-334.00
118232.00,-347.25
118240.01,-360.06
118248.01,-372.00
118256.01,-382.09
118264.01,-392.16
118272.01,-401.31
118280.01,-408.81
118288.01,-416.53
118296.00,-423.75
118304.01,-429.75
118312.00,-434.91
118320.00,-439.59
118328.00,-443.84
118336.00,-446.59
118344.00,-448.78
118352.00,-449.97
118360.00,-451.13
118368.00,-452.03
118376.00,-452.16
118384.00,-451.78
118392.01,-451.56
118400.01,-449.91
118408.01,-447.03
118416.01,-444.59
118424.00,-442.00
118432.00,-438.75
118440.01,-435.59
118448.00,-431.88
118456.00,-426.81
118464.00,-422.00
118472.01,-417.03
118480.00,-411.06
118488.01,-405.25
118496.00,-399.16
118504.01,-392.66
118512.00,-386.47
118520.00,-421.47
118528.02,-562.41
118536.01,-729.63
118544.01,-800.25
118552.01,-849.69
118560.01,-932.22
118568.01,-995.63
118576.00,-1045.81
118584.00,-1055.06
118592.00,-989.19
118600.00,-910.81
118608.01,-858.47
118616.00,-800.59
118624.01,-737.56
118632.01,-684.78
118640.00,-630.66
118648.00,-576.66
118656.00,-527.53
118664.00,-477.59
118672.00,-430.59
118680.01,-385.09
118688.01,-340.00
118696.01,-297.28
118704.01,-255.94
118712.01,-215.69
118720.01,-177.33
118728.01,-140.19
118736.00,-104.17
118744.00,-69.91
118752.01,-36.83
118760.00,-4.88
118768.00,25.45
118776.00,54.77
118784.01,82.74
118792.01,109.52
118800.01,135.14
118808.00,159.52
118816.00,182.77
118824.00,204.90
118832.00,225.94
118840.00,246.05
118848.00,264.99
118856.01,282.99
118864.00,299.85
118872.00,315.95
118880.01,330.84
118888.00,344.98
118896.00,358.11
118904.00,370.48
118912.00,381.86
118920.01,392.53
118928.01,402.30
118936.00,430.03
118944.00,465.64
118952.00,452.50
118960.00,431.81
118968.01,451.13
118976.00,451.47
118984.00,447.06
118992.01,471.44
119000.00,485.44
119008.01,515.16
119016.00,781.50
119024.01,1270.25
119032.01,1443.06
119040.01,1266.25
119048.00,1213.19
119056.01,1200.16
119064.00,1101.72
119072.01,1061.78
119080.00,1017.59
119088.01,948.56
119096.00,908.47
119104.01,857.91
119112.00,805.09
119120.01,763.66
119128.00,715.94
119136.00,671.31
119144.00,630.38
119152.00,587.44
119160.00,547.69
119168.02,509.00
119176.01,470.66
119184.00,434.34
119192.00,398.88
119200.00,364.34
119208.01,331.25
119216.00,299.28
119224.00,268.03
119232.00,238.22
119240.00,209.41
119248.01,181.42
119256.00,154.52
119264.00,128.64
119272.01,103.69
119280.01,79.81
119288.01,56.67
119296.01,34.45
119304.01,13.23
119312.00,-7.20
119320.01,-26.73
119328.00,-45.39
119336.01,-63.23
119344.01,-80.39
119352.00,-96.72
119360.00,-112.19
119368.00,-126.98
119376.00,-141.04
119384.00,-154.31
119392.00,-166.98
119400.01,-178.81
119408.00,-190.11
119416.00,-200.77
119424.01,-210.79
119432.00,-220.05
119440.00,-228.86
119448.00,-237.06
119456.00,-244.52
119464.01,-251.68
119472.00,-258.19
119480.00,-264.07
119488.01,-269.51
119496.01,-274.54
119504.00,-278.88
119512.00,-282.87
119520.01,-286.38
119528.01,-289.45
119536.00,-292.13
119544.01,-294.30
119552.01,-296.22
119560.01,-297.56
119568.01,-298.61
119576.00,-299.66
119584.01,-300.58
119592.01,-300.45
119600.01,-299.52
119608.00,-299.05
119616.00,-298.50
119624.01,-297.08
119632.00,-295.31
119640.00,-293.69
119648.00,-291.39
119656.00,-288.95
119664.00,-286.25
119672.00,-309.30
119680.01,-407.61
119688.00,-541.42
119696.01,-614.48
119704.00,-654.16
119712.00,-713.67
119720.00,-752.86
119728.01,-767.84
119736.00,-786.05
119744.01,-804.19
119752.01,-804.95
119760.00,-766.09
119768.00,-721.84
119776.01,-695.75
119784.01,-658.44
119792.00,-630.06
119800.00,-619.33
119808.01,-597.78
119816.00,-567.50
119824.01,-526.19
119832.00,-472.72
119840.00,-428.83
119848.00,-388.63
119856.00,-343.92
119864.00,-304.61
119872.00,-266.72
119880.01,-228.14
119888.00,-193.24
119896.00,-159.28
119904.01,-125.23
119912.00,-93.50
119920.00,-63.18
119928.00,-33.89
119936.01,-5.76
119944.01,21.10
119952.00,46.05
119960.00,70.14
119968.00,93.97
119976.00,116.54
119984.01,136.87
119992.00,156.34
120000.00,175.62
120008.01,194.16
120016.00,210.61
120024.00,226.03
120032.00,241.52
120040.00,255.98
120048.01,269.66
120056.00,282.41
120064.02,293.63
120072.00,304.28
120080.00,314.39
120088.01,323.30
120096.00,331.64
120104.00,338.92
120112.00,345.02
120120.01,351.16
120128.00,356.97
120136.01,361.81
120144.00,366.00
120152.01,369.75
120160.01,372.72
120168.00,375.09
120176.01,377.16
120184.01,378.56
120192.02,379.34
120200.00,379.81
120208.01,379.59
120216.01,379.03
120224.00,377.88
120232.00,376.47
120240.00,374.44
120248.01,372.16
120256.00,369.50
120264.00,366.41
120272.01,363.03
120280.00,359.34
120288.01,355.16
120296.00,350.94
120304.01,346.25
120312.01,341.38
120320.01,336.16
120328.00,330.66
120336.01,324.91
120344.01,319.13
120352.00,313.00
120360.00,306.75
120368.01,300.28
120376.01,293.53
120384.00,286.66
120392.01,279.69
120400.00,272.59
120408.00,265.31
120416.01,258.00
120424.00,250.47
120432.00,242.97
120440.00,235.28
120448.02,227.63
120456.00,219.81
120464.00,212.03
120472.01,204.19
120480.00,196.19
120488.01,188.19
120496.00,180.31
120504.00,172.34
120512.00,164.34
120520.00,156.28
120528.00,148.41
120536.00,140.41
120544.01,132.42
120552.00,124.56
120560.00,116.69
120568.00,108.84
120576.01,101.06
120584.01,93.39
120592.00,85.70
120600.00,78.14
120608.00,70.59
120616.00,63.20
120624.01,55.81
120632.01,48.56
120640.00,41.41
120648.00,34.28
120656.00,27.30
120664.01,20.42
120672.00,13.64
120680.00,6.98
120688.00,0.43
120696.01,-6.02
120704.01,-12.31
120712.01,-18.52
120720.00,-24.60
120728.00,-30.26
120736.00,-35.70
120744.01,-41.89
120752.01,-47.66
120760.01,-52.36
120768.00,-58.12
120776.00,-63.69
120784.00,-67.78
120792.00,-72.86
120800.01,-78.00
120808.01,-82.43
120816.01,-87.18
120824.00,-91.01
120832.02,-95.36
120840.01,-100.18
120848.01,-103.50
120856.00,-107.16
120864.00,-111.07
120872.00,-114.23
120880.00,-117.56
120888.01,-120.77
120896.00,-123.67
120904.01,-126.57
120912.00,-129.29
120920.00,-131.81
120928.00,-134.27
120936.00,-136.53
120944.01,-138.67
120952.00,-140.69
120960.02,-142.56
120968.00,-144.33
120976.00,-145.91
120984.00,-147.36
120992.00,-148.70
121000.00,-149.91
121008.00,-151.03
121016.00,-151.98
121024.01,-152.78
121032.00,-153.52
121040.00,-154.11
121048.01,-154.56
121056.00,-154.92
121064.00,-155.16
121072.01,-155.30
121080.01,-155.30
121088.01,-155.17
121096.01,-155.00
121104.00,-154.69
121112.01,-154.28
121120.00,-153.78
121128.01,-153.17
121136.00,-152.47
121144.00,-151.66
121152.00,-150.75
121160.00,-149.81
121168.01,-148.72
121176.00,-147.58
121184.00,-146.36
121192.00,-145.03
121200.01,-143.66
121208.00,-142.20
121216.00,-140.66
121224.00,-139.05
121232.01,-137.41
121240.00,-135.64
121248.00,-133.88
121256.01,-132.02
121264.01,-130.08
121272.00,-128.13
121280.00,-126.08
121288.00,-124.00
121296.00,-121.89
121304.00,-119.70
121312.01,-117.52
121320.01,-115.25
121328.01,-112.98
121336.00,-110.64
121344.00,-108.27
121352.01,-105.87
121360.00,-103.42
121368.00,-101.00
121376.01,-98.52
121384.00,-96.02
121392.00,-93.50
121400.01,-90.94
121408.01,-88.37
121416.00,-86.08
121424.01,-83.84
121432.00,-80.77
121440.00,-77.66
121448.01,-75.44
121456.00,-72.78
121464.01,-69.98
121472.01,-67.50
121480.00,-64.84
121488.01,-62.19
121496.00,-59.64
121504.00,-56.97
121512.01,-54.38
121520.00,-51.80
121528.01,-49.17
121536.00,-46.61
121544.01,-44.05
121552.00,-41.48
121560.00,-38.97
121568.01,-36.47
121576.01,-33.94
121584.01,-31.48
121592.00,-29.05
121600.02,-26.59
121608.00,-24.20
121616.01,-21.78
121624.00,-19.44
121632.00,-17.11
121640.00,-14.80
121648.01,-12.52
121656.00,-10.28
121664.00,-8.08
121672.00,-5.89
121680.01,-3.74
121688.01,-1.62
121696.00,0.43
121704.00,2.50
121712.01,4.50
121720.00,6.46
121728.01,8.41
121736.00,10.30
121744.01,12.16
121752.01,13.99
121760.00,15.75
121768.00,17.51
121776.01,19.20
121784.00,20.86
121792.00,22.48
121800.00,24.06
121808.01,25.61
121816.00,27.09
121824.00,28.55
121832.00,29.95
121840.00,31.32
121848.01,32.65
121856.02,33.93
121864.01,35.18
121872.01,36.37
121880.01,37.52
121888.00,38.63
121896.01,39.71
121904.01,40.73
121912.00,41.72
121920.00,42.66
121928.01,43.56
121936.00,44.42
121944.00,45.24
121952.01,46.02
121960.00,46.75
121968.00,47.44
121976.00,48.10
121984.01,48.99
121992.01,49.92
122000.01,49.96
122008.00,50.24
122016.00,51.42
122024.01,51.35
122032.00,51.03
122040.01,51.92
122048.00,52.18
122056.01,52.19
122064.00,52.69
122072.00,52.78
122080.00,52.90
122088.00,53.13
122096.00,53.42
122104.00,53.86
122112.00,53.42
122120.00,52.88
122128.01,53.23
122136.01,53.17
122144.00,52.86
122152.01,52.92
122160.00,52.70
122168.00,52.45
122176.00,52.33
122184.00,52.03
122192.01,51.76
122200.00,51.50
122208.00,51.42
122216.00,51.72
122224.01,51.22
122232.00,49.83
122240.01,49.29
122248.01,49.23
122256.00,48.57
122264.00,48.06
122272.01,47.69
122280.00,47.07
122288.01,46.55
122296.01,46.02
122304.01,45.41
122312.01,45.13
122320.00,44.87
122328.00,44.02
122336.00,43.26
122344.01,42.48
122352.00,41.31
122360.00,40.81
122368.00,40.30
122376.00,39.35
122384.00,38.77
122392.00,38.07
122400.01,37.52
122408.00,37.22
122416.01,36.24
122424.00,35.59
122432.00,35.39
122440.00,34.25
122448.01,33.30
122456.00,32.73
122464.00,31.71
122472.01,30.88
122480.01,31.82
122488.01,33.02
122496.01,29.27
122504.00,25.45
122512.01,26.79
122520.00,26.01
122528.00,23.94
122536.01,24.18
122544.00,23.05
122552.00,42.94
122560.00,107.92
122568.01,151.44
122576.01,105.98
122584.00,58.74
122592.00,101.45
122600.00,171.50
122608.00,185.51
122616.01,166.22
122624.01,153.90
122632.00,112.62
122640.00,44.31
122648.00,23.88
122656.01,50.65
122664.01,45.97
122672.01,22.74
122680.00,65.80
122688.01,172.06
122696.00,342.92
122704.00,494.80
122712.00,497.49
122720.01,469.26
122728.00,497.09
122736.01,542.64
122744.01,557.01
122752.00,497.84
122760.00,454.37
122768.01,413.29
122776.01,333.37
122784.00,307.29
122792.00,284.77
122800.00,207.86
122808.00,143.81
122816.01,91.78
122824.00,22.44
122832.01,-60.42
122840.00,-152.72
122848.00,-209.34
122856.00,-213.00
122864.00,-225.05
122872.00,-257.30
122880.01,-295.26
122888.01,-335.18
122896.00,-357.69
122904.01,-382.95
122912.00,-390.70
122920.01,-337.52
122928.00,-391.56
122936.00,-670.16
122944.00,-826.28
122952.00,-629.09
122960.00,-325.14
122968.01,-181.56
122976.00,-333.63
122984.00,-558.41
122992.01,-519.20
123000.00,-427.30
123008.01,-528.94
123016.01,-618.75
123024.01,-574.59
123032.01,-527.02
123040.01,-513.59
123048.01,-482.58
123056.00,-450.30
123064.00,-416.31
123072.01,-359.17
123080.00,-339.89
123088.00,-362.81
123096.00,-343.33
123104.00,-303.67
123112.00,-290.72
123120.00,-269.38
123128.00,-242.86
123136.01,-227.03
123144.01,-205.72
123152.01,-185.27
123160.01,-162.68
123168.01,-108.44
123176.00,-23.55
123184.01,49.12
123192.00,112.42
123200.00,187.37
123208.00,253.58
123216.00,337.02
123224.00,418.29
123232.01,435.36
123240.01,437.96
123248.00,418.86
123256.01,376.39
123264.01,435.32
123272.00,511.63
123280.01,489.35
123288.01,502.47
123296.00,550.56
123304.00,547.52
123312.01,538.73
123320.00,510.48
123328.01,459.94
123336.00,431.35
123344.01,399.97
123352.00,362.37
123360.00,335.03
123368.00,304.53
123376.00,274.35
123384.00,248.53
123392.00,168.14
123400.00,2.48
123408.01,-84.49
123416.01,-38.52
123424.00,-72.76
123432.01,-150.32
123440.00,-115.50
123448.00,-91.98
123456.00,-95.04
123464.00,-55.92
123472.00,-59.26
123480.01,-58.50
123488.00,-11.45
123496.00,-126.23
123504.00,-540.77
123512.01,-899.69
123520.01,-651.71
123528.01,-58.38
123536.00,38.21
123544.00,-302.02
123552.00,-426.17
123560.00,-378.00
123568.00,-391.07
123576.00,-385.77
123584.01,-371.27
123592.01,-389.63
123600.00,-435.38
123608.01,-436.50
123616.01,-314.89
123624.00,-178.32
123632.01,-91.09
123640.00,-3.51
123648.02,37.86
123656.00,19.29
123664.00,10.07
123672.00,17.26
123680.00,23.36
123688.01,42.28
123696.01,53.25
123704.00,39.16
123712.00,31.57
123720.00,25.47
123728.00,26.23
123736.01,39.76
123744.00,19.83
123752.00,-12.24
123760.01,-16.25
123768.00,-21.37
123776.01,-32.38
123784.00,-39.97
123792.00,-63.15
123800.00,-86.35
123808.00,-92.24
123816.01,-95.52
123824.00,-97.00
123832.01,-104.01
123840.00,-114.26
123848.00,-109.82
123856.01,-102.82
123864.01,-101.64
123872.00,-92.47
123880.00,-78.25
123888.01,-65.48
123896.01,-44.29
123904.00,-23.66
123912.01,-32.47
123920.00,-78.60
