Time (ms),Raw ECG
224520.00,-58.55
224528.00,-66.62
224536.00,-79.55
224544.00,-90.56
224552.00,-94.45
224560.00,-102.56
224568.00,-121.52
224576.00,-141.31
224584.00,-155.17
224592.00,-166.38
224600.00,-173.28
224608.00,-168.70
224616.00,-151.44
224624.00,-133.39
224632.00,-123.00
224640.00,-122.45
224648.00,-136.89
224656.00,-153.77
224664.00,-169.58
224672.00,-185.56
224680.00,-196.41
224688.00,-220.06
224696.00,-239.94
224704.00,-260.34
224712.00,-311.28
224720.00,-330.56
224728.00,-302.22
224736.00,-272.56
224744.00,-230.44
224752.00,-192.19
224760.00,-167.38
224768.00,-146.00
224776.00,-152.84
224784.00,-166.44
224792.00,-163.00
224800.00,-147.81
224808.00,-136.16
224816.00,-292.59
224824.00,-626.91
224832.00,-678.59
224840.00,-235.22
224848.00,231.16
224856.00,203.34
224864.00,-138.31
224872.00,-242.63
224880.00,-185.41
224888.00,-221.22
224896.01,-232.16
224904.00,-225.34
224912.00,-249.59
224920.00,-262.28
224928.00,-266.94
224936.00,-262.38
224944.00,-268.72
224952.00,-298.25
224960.00,-331.44
224968.00,-353.94
224976.00,-367.59
224984.00,-377.78
224992.00,-366.25
225000.00,-339.34
225008.00,-311.34
225016.00,-272.50
225024.00,-242.19
225032.00,-215.31
225040.00,-168.50
225048.00,-132.41
225056.00,-115.25
225064.00,-89.56
225072.00,-65.56
225080.00,-64.03
225088.00,-71.56
225096.00,-66.03
225104.00,-51.56
225112.00,-47.31
225120.00,-49.28
225128.00,-47.39
225136.00,-49.67
225144.00,-42.02
225152.01,-17.11
225160.00,-0.12
225168.00,13.69
225176.00,33.58
225184.00,45.72
225192.00,55.73
225200.00,73.22
225208.00,86.31
225216.00,80.73
225224.00,62.53
225232.00,49.50
225240.00,39.08
225248.00,22.77
225256.00,17.72
225264.00,19.78
225272.00,-6.29
225280.01,-41.59
225288.00,-26.92
225296.00,22.21
225304.00,42.75
225312.00,46.51
225320.00,61.86
225328.00,64.81
225336.00,68.99
225344.00,92.11
225352.00,109.22
225360.00,157.64
225368.00,266.79
225376.00,249.65
225384.00,-73.39
225392.00,-390.78
225400.00,-64.30
225408.00,686.93
225416.00,778.85
225424.00,357.73
225432.00,276.52
225440.00,283.93
225448.00,198.83
225456.00,187.47
225464.00,135.88
225472.00,84.13
225480.00,69.11
225488.00,49.77
225496.00,32.52
225504.00,6.13
225512.00,-18.83
225520.00,-40.99
225528.00,-64.21
225536.00,-83.38
225544.00,-96.58
225552.00,-102.59
225560.00,-107.61
225568.00,-103.85
225576.00,-67.21
225584.00,-8.80
225592.00,48.47
225600.00,109.31
225608.00,146.79
225616.00,139.50
225624.00,120.36
225632.00,90.70
225640.00,45.55
225648.00,9.28
225656.00,-22.93
225664.00,-55.46
225672.00,-81.39
225680.00,-101.11
225688.00,-111.39
225696.00,-124.77
225704.00,-138.21
225712.00,-137.36
225720.00,-143.76
225728.00,-162.70
225736.00,-161.66
225744.00,-130.18
225752.00,-97.84
225760.00,-77.16
225768.00,-48.84
225776.00,-20.58
225784.00,0.34
225792.00,25.49
225800.00,24.48
225808.00,-18.09
225816.00,-43.80
225824.00,-12.44
225832.00,34.23
225840.00,45.69
225848.00,57.77
225856.00,80.38
225864.00,67.16
225872.00,59.52
225880.00,84.30
225888.00,102.00
225896.00,144.02
225904.00,213.06
225912.00,119.67
225920.00,-134.23
225928.00,-172.38
225936.00,151.05
225944.00,572.95
225952.00,576.50
225960.00,162.45
225968.00,58.78
225976.00,190.25
225984.00,118.37
225992.00,75.12
226000.00,95.50
226008.00,83.97
226016.00,110.14
226024.00,114.17
226032.00,83.48
226040.00,56.89
226048.01,32.39
226056.00,9.67
226064.00,-37.11
226072.00,-79.70
226080.00,-74.34
226088.00,-52.89
226096.00,-28.37
226104.00,11.59
226112.00,49.75
226120.00,86.42
226128.00,135.50
226136.00,167.78
226144.00,174.30
226152.00,183.73
226160.00,183.78
226168.00,173.02
226176.01,165.50
226184.00,152.63
226192.00,139.78
226200.00,133.86
226208.00,133.88
226216.00,127.87
226224.00,108.20
226232.00,101.48
226240.00,116.36
226248.00,126.62
226256.00,126.06
226264.00,121.08
226272.00,117.27
226280.00,123.25
226288.00,123.97
226296.00,121.31
226304.00,134.50
226312.00,144.86
226320.00,143.98
226328.00,130.08
226336.00,92.16
226344.00,78.20
226352.00,123.33
226360.00,162.69
226368.00,157.91
226376.00,147.00
226384.00,132.64
226392.00,106.72
226400.00,91.80
226408.00,88.18
226416.00,102.70
226424.00,117.22
226432.00,-13.98
226440.00,-258.20
226448.00,-272.76
226456.00,64.72
226464.00,463.91
226472.00,416.23
226480.00,0.35
226488.00,-86.09
226496.00,22.85
226504.00,-52.88
226512.00,-66.10
226520.00,-43.86
226528.00,-86.97
226536.00,-78.31
226544.00,-79.17
226552.00,-112.21
226560.00,-115.12
226568.00,-124.93
226576.00,-151.51
226584.00,-160.75
226592.00,-155.99
226600.00,-139.00
226608.00,-127.56
226616.00,-132.35
226624.00,-114.06
226632.00,-78.61
226640.00,-57.15
226648.00,-37.78
226656.00,-24.34
226664.00,-27.30
226672.00,-35.19
226680.00,-43.40
226688.00,-55.38
226696.00,-65.15
226704.00,-63.51
226712.00,-55.29
226720.00,-47.70
226728.00,-37.70
226736.00,-24.26
226744.00,-20.21
226752.00,-30.68
226760.00,-40.14
226768.00,-42.95
226776.00,-47.66
226784.00,-57.37
226792.00,-69.89
226800.00,-77.30
226808.00,-65.07
226816.00,-42.23
226824.00,-23.48
226832.00,0.35
226840.00,15.90
226848.00,3.16
226856.00,-25.55
226864.00,-28.45
226872.00,10.27
226880.00,33.71
226888.00,20.49
226896.00,2.55
226904.00,-17.48
226912.00,-31.57
226920.00,-33.30
226928.00,-23.57
226936.00,23.02
226944.00,55.46
226952.00,-103.80
226960.00,-374.73
226968.00,-279.93
226976.00,238.08
226984.00,559.76
226992.00,355.87
227000.00,38.25
227008.00,4.88
227016.00,44.02
227024.00,-33.34
227032.00,-65.69
227040.00,-63.91
227048.00,-84.40
227056.00,-72.97
227064.00,-63.48
227072.00,-52.50
227080.00,-8.41
227088.00,17.41
227096.00,-0.93
227104.00,-22.91
227112.00,-49.78
227120.00,-103.55
227128.00,-158.02
227136.00,-248.47
227144.00,-405.47
227152.00,-500.52
227160.00,-464.63
227168.00,-418.53
227176.00,-411.66
227184.00,-334.27
227192.00,-140.53
227200.00,22.05
227208.00,26.69
227216.00,10.48
227224.00,48.14
227232.00,-76.80
227240.00,-319.45
227248.00,-379.57
227256.00,-319.31
227264.00,-308.30
227272.00,-275.30
227280.00,-107.92
227288.00,288.18
227296.00,700.06
227304.00,722.51
227312.00,568.88
227320.00,575.65
227328.00,549.52
227336.00,473.21
227344.00,461.98
227352.00,421.44
227360.00,375.33
227368.00,354.25
227376.00,315.55
227384.00,283.23
227392.00,257.49
227400.00,225.05
227408.00,198.47
227416.00,172.89
227424.00,145.98
227432.00,122.55
227440.00,99.28
227448.00,76.70
227456.01,55.97
227464.00,35.20
227472.00,-11.17
227480.00,-63.61
227488.00,-34.02
227496.00,-3.31
227504.00,-54.14
227512.00,-69.11
227520.00,-63.56
227528.00,-93.45
227536.00,-101.16
227544.00,-107.73
227552.00,-125.67
227560.00,-131.63
227568.00,-141.64
227576.00,-152.39
227584.00,-158.44
227592.00,-166.97
227600.00,-174.16
227608.00,-179.70
227616.00,-186.13
227624.00,-191.08
227632.00,-195.47
227640.00,-199.94
227648.00,-203.39
227656.00,-206.42
227664.00,-209.23
227672.00,-211.17
227680.00,-212.94
227688.00,-214.23
227696.00,-215.17
227704.00,-215.58
227712.00,-215.80
227720.00,-215.56
227728.00,-214.98
227736.00,-214.44
227744.00,-213.56
227752.00,-211.36
227760.00,-209.03
227768.00,-207.30
227776.00,-204.98
227784.00,-201.98
227792.00,-199.64
227800.00,-197.20
227808.00,-193.72
227816.00,-189.16
227824.00,-185.44
227832.00,-182.22
227840.00,-178.14
227848.00,-173.69
227856.00,-169.75
227864.00,-165.50
227872.00,-160.25
227880.00,-154.98
227888.00,-150.59
227896.00,-145.20
227904.00,-139.80
227912.00,-135.95
227920.00,-130.81
227928.00,-125.06
227936.00,-119.73
227944.00,-113.91
227952.00,-108.77
227960.00,-103.37
227968.01,-97.81
227976.00,-92.78
227984.00,-86.89
227992.00,-80.81
228000.00,-76.05
228008.00,-70.59
228016.00,-65.05
228024.00,-59.47
228032.00,-53.94
228040.00,-48.35
228048.00,-43.22
228056.00,-37.80
228064.00,-32.31
228072.00,-27.03
228080.00,-21.97
228088.00,-16.61
228096.00,-11.46
228104.00,-6.54
228112.00,-1.57
228120.00,3.17
228128.00,8.20
228136.00,12.75
228144.00,17.59
228152.00,22.07
228160.00,26.58
228168.00,30.99
228176.00,35.42
228184.00,39.62
228192.00,43.71
228200.00,47.83
228208.00,51.83
228216.00,55.48
228224.00,59.15
228232.00,62.72
228240.00,66.30
228248.00,69.77
228256.00,73.02
228264.00,75.64
228272.00,79.06
228280.00,82.73
228288.00,85.14
228296.00,87.22
228304.00,81.70
228312.00,25.49
228320.00,-115.05
228328.00,-256.63
228336.00,-301.61
228344.00,-323.94
228352.00,-388.26
228360.00,-400.98
228368.00,-358.23
228376.00,-354.92
228384.00,-355.11
228392.00,-320.17
228400.00,-297.30
228408.00,-284.97
228416.00,-261.53
228424.00,-217.89
228432.00,-131.92
228440.00,-119.23
228448.00,-277.48
228456.00,-341.58
228464.00,-93.12
228472.00,251.25
228480.01,312.28
228488.00,37.47
228496.00,-146.03
228504.00,-85.59
228512.00,-47.06
228520.00,-53.00
228528.00,-22.00
228536.00,5.72
228544.00,34.81
228552.00,68.78
228560.00,92.19
228568.00,120.00
228576.00,146.06
228584.00,167.09
228592.00,190.94
228600.00,211.97
228608.00,230.78
228616.00,250.13
228624.00,267.16
228632.00,283.16
228640.00,298.69
228648.00,312.31
228656.00,350.28
228664.00,439.47
228672.00,528.91
228680.00,580.44
228688.00,610.78
228696.00,604.13
228704.00,606.66
228712.00,637.34
228720.00,618.16
228728.00,592.97
228736.01,601.72
228744.00,595.00
228752.00,589.88
228760.00,593.13
228768.00,588.88
228776.00,589.38
228784.00,588.75
228792.00,598.31
228800.00,615.25
228808.00,610.38
228816.00,602.72
228824.00,587.09
228832.00,556.78
228840.00,581.31
228848.00,632.63
228856.00,627.22
228864.01,608.00
228872.00,588.72
228880.00,535.28
228888.00,477.31
228896.00,413.00
228904.00,377.09
228912.00,427.44
228920.00,340.19
228928.00,-67.59
228936.00,-285.38
228944.00,195.94
228952.00,738.13
228960.00,644.19
228968.00,428.34
228976.00,477.94
228984.00,473.28
228992.00,400.25
229000.00,343.50
229008.00,255.50
229016.00,178.88
229024.00,99.34
229032.00,7.67
229040.00,-84.25
229048.00,-170.34
229056.00,-215.91
229064.00,-253.36
229072.00,-303.94
229080.00,-334.63
229088.00,-353.82
229096.00,-357.13
229104.00,-342.21
229112.00,-339.87
229120.01,-329.23
229128.00,-306.32
229136.00,-293.23
229144.00,-264.25
229152.00,-231.92
229160.00,-221.17
229168.00,-201.11
229176.00,-186.11
229184.00,-218.59
229192.00,-274.89
229200.00,-359.33
229208.00,-530.82
229216.00,-697.55
229224.00,-702.69
229232.00,-634.73
229240.00,-609.72
229248.01,-496.55
229256.00,-237.45
229264.00,2.59
229272.00,178.22
229280.00,342.55
229288.00,380.85
229296.00,301.77
229304.00,272.86
229312.00,255.66
229320.00,207.55
229328.00,183.58
229336.00,156.91
229344.00,122.55
229352.00,99.98
229360.00,73.11
229368.00,46.58
229376.00,24.72
229384.00,1.06
229392.00,-20.94
229400.00,-241.39
229408.00,-617.64
229416.00,-413.86
229424.00,97.33
229432.00,-70.81
229440.00,-340.69
229448.00,-179.31
229456.00,-110.69
229464.00,-121.97
229472.00,-81.44
229480.00,-125.25
229488.00,-147.69
229496.00,-137.63
229504.01,-166.50
229512.00,-174.94
229520.00,-178.94
229528.00,-197.69
229536.00,-203.13
229544.00,-211.38
229552.00,-222.41
229560.00,-227.78
229568.00,-235.38
229576.00,-242.34
229584.00,-247.28
229592.00,-252.84
229600.00,-257.56
229608.00,-261.31
229616.00,-265.06
229624.00,-268.06
229632.00,-270.47
229640.00,-272.66
229648.00,-274.16
229656.00,-275.28
229664.00,-276.03
229672.00,-276.41
229680.00,-276.25
229688.00,-275.75
229696.00,-274.78
229704.00,-273.78
229712.00,-272.16
229720.00,-270.13
229728.00,-268.00
229736.00,-265.47
229744.00,-262.81
229752.00,-259.78
229760.00,-256.31
229768.00,-252.84
229776.00,-248.91
229784.00,-245.00
229792.00,-240.56
229800.00,-236.28
229808.00,-231.50
229816.00,-226.75
229824.00,-221.66
229832.00,-216.38
229840.00,-211.25
229848.00,-205.69
229856.00,-200.28
229864.00,-194.44
229872.00,-188.63
229880.00,-182.75
229888.00,-176.88
229896.00,-170.72
229904.00,-164.56
229912.00,-158.31
229920.00,-152.19
229928.00,-146.50
229936.00,-139.78
229944.00,-133.53
229952.00,-127.94
229960.00,-120.91
229968.00,-113.87
229976.00,-107.16
229984.00,-100.37
229992.00,-94.62
230000.00,-88.69
230008.00,-82.06
230016.01,-74.91
230024.00,-68.44
230032.00,-62.42
230040.00,-56.11
230048.00,-49.89
230056.00,-43.75
230064.00,-37.58
230072.00,-31.36
230080.00,-25.48
230088.00,-19.48
230096.00,-13.70
230104.00,-8.14
230112.00,-2.41
230120.00,3.20
230128.00,8.82
230136.00,14.08
230144.01,19.37
230152.00,24.77
230160.00,29.84
230168.00,34.77
230176.00,39.59
230184.00,44.66
230192.00,49.13
230200.00,53.97
230208.00,58.30
230216.00,62.66
230224.00,66.87
230232.00,71.11
230240.00,75.08
230248.00,79.07
230256.00,82.92
230264.00,86.41
230272.00,90.02
230280.00,93.51
230288.00,96.74
230296.00,100.11
230304.00,103.10
230312.00,105.97
230320.00,108.84
230328.00,111.46
230336.00,114.22
230344.00,116.61
230352.00,119.00
230360.00,121.14
230368.00,123.29
230376.00,125.32
230384.00,127.11
230392.00,128.91
230400.00,130.48
230408.00,131.81
230416.00,133.41
230424.00,134.51
230432.00,135.89
230440.00,136.91
230448.00,137.92
230456.00,138.59
230464.00,139.55
230472.00,139.91
230480.00,140.41
230488.00,140.83
230496.00,141.23
230504.00,141.47
230512.00,141.59
230520.00,141.59
230528.00,141.44
230536.00,141.39
230544.00,141.16
230552.00,140.86
230560.00,140.44
230568.00,139.72
230576.00,139.14
230584.00,138.52
230592.00,137.80
230600.00,136.89
230608.00,135.81
230616.00,134.89
230624.00,133.77
230632.00,132.75
230640.00,131.52
230648.00,130.09
230656.00,128.88
230664.00,127.34
230672.00,126.02
230680.00,124.37
230688.00,122.80
230696.00,121.20
230704.00,119.42
230712.00,117.62
230720.00,116.02
230728.00,114.09
230736.00,112.17
230744.00,110.20
230752.00,108.31
230760.00,106.41
230768.00,104.36
230776.00,102.14
230784.00,100.00
230792.00,98.00
230800.00,95.97
230808.00,93.78
230816.00,91.45
230824.00,89.27
230832.00,86.89
230840.00,84.66
230848.00,82.42
230856.00,80.05
230864.00,77.87
230872.00,75.52
230880.00,73.11
230888.00,70.94
230896.00,68.53
230904.00,66.03
230912.00,63.63
230920.00,61.23
230928.00,58.22
230936.00,56.36
230944.00,54.77
230952.00,52.02
230960.00,49.80
230968.00,47.45
230976.00,45.00
230984.00,42.83
230992.00,40.42
231000.00,38.28
231008.00,35.64
231016.00,32.92
231024.00,31.22
231032.00,29.66
231040.00,26.62
231048.00,24.23
231056.00,22.52
231064.00,20.78
231072.00,17.73
231080.00,15.84
231088.00,13.98
231096.00,11.39
231104.00,9.73
231112.00,8.70
231120.00,6.43
231128.00,4.09
231136.00,2.66
231144.00,1.00
231152.00,-1.87
231160.00,-3.81
231168.01,-4.96
231176.00,-6.97
231184.00,-8.67
231192.00,-10.34
231200.00,-12.23
231208.00,-56.45
231216.00,-138.53
231224.00,-99.87
231232.00,7.38
231240.00,-120.16
231248.00,-267.83
231256.00,-43.30
231264.00,114.77
231272.00,-24.46
231280.00,-9.80
231288.00,45.34
231296.01,-17.72
231304.00,3.93
231312.00,13.41
231320.00,-14.16
231328.00,1.29
231336.00,-4.06
231344.00,-12.55
231352.00,-6.49
231360.00,-12.67
231368.00,-15.22
231376.00,-14.10
231384.00,-18.11
231392.00,-18.91
231400.00,-20.18
231408.00,-22.79
231416.00,-23.71
231424.01,-25.09
231432.00,-26.94
231440.00,-27.99
231448.00,-29.24
231456.00,-30.33
231464.00,-31.63
231472.00,-32.64
231480.00,-33.86
231488.00,-34.90
231496.00,-35.66
231504.00,-36.63
231512.00,-37.43
231520.00,-38.32
231528.00,-39.17
231536.00,-39.97
231544.00,-40.37
231552.00,-40.98
231560.00,-41.55
231568.00,-42.09
231576.00,-42.58
231584.00,-56.17
231592.00,-100.84
231600.00,-140.11
231608.00,-138.92
231616.00,-161.54
231624.00,-217.12
231632.00,-237.41
231640.00,-232.41
231648.00,-225.60
231656.00,-203.78
231664.00,-148.75
231672.00,-70.66
231680.00,-143.13
231688.00,-531.76
231696.00,-849.60
231704.00,-439.03
231712.00,251.45
231720.00,165.09
231728.00,-304.48
231736.00,-340.37
231744.00,-300.75
231752.00,-418.30
231760.00,-466.13
231768.00,-504.51
231776.00,-575.47
231784.00,-579.98
231792.00,-515.17
231800.00,-462.13
231808.00,-429.43
231816.00,-380.70
231824.00,-339.03
231832.00,-302.80
231840.00,-261.33
231848.00,-225.59
231856.00,-191.27
231864.00,-156.09
231872.00,-124.73
231880.00,-93.77
231888.00,-63.82
231896.00,-36.16
231904.00,-9.12
231912.00,16.42
231920.00,40.97
231928.00,64.75
231936.00,86.45
231944.00,107.05
231952.00,173.08
231960.00,449.75
231968.00,924.38
231976.00,1160.13
231984.00,1036.56
231992.00,960.92
232000.00,968.00
232008.00,896.31
232016.00,852.28
232024.00,827.72
232032.00,772.69
232040.00,737.59
232048.00,703.69
232056.00,660.25
232064.00,626.48
232072.00,590.92
232080.00,555.20
232088.00,523.14
232096.00,490.25
232104.00,458.55
232112.00,428.55
232120.00,398.31
232128.00,368.56
232136.00,340.25
232144.00,313.61
232152.00,287.05
232160.00,261.67
232168.00,236.63
232176.00,212.15
232184.00,189.51
232192.00,167.90
232200.00,146.00
232208.00,125.03
232216.00,104.87
232224.00,85.30
232232.00,66.65
232240.00,48.44
232248.00,31.18
232256.00,14.21
232264.00,-1.69
232272.00,-17.28
232280.00,-31.95
232288.00,-46.20
232296.00,-59.78
232304.00,-72.68
232312.00,-85.17
232320.00,-96.87
232328.00,-108.17
232336.00,-118.81
232344.00,-128.91
232352.00,-138.63
232360.00,-147.70
232368.00,-156.25
232376.00,-164.55
232384.00,-172.09
232392.00,-179.25
232400.00,-186.16
232408.00,-193.06
232416.00,-198.73
232424.00,-203.42
232432.00,-208.89
232440.00,-213.89
232448.00,-217.73
232456.00,-221.41
232464.00,-224.89
232472.00,-227.63
232480.00,-230.19
232488.00,-232.55
232496.00,-234.34
232504.00,-236.09
232512.00,-237.42
232520.00,-238.56
232528.00,-239.03
232536.00,-239.69
232544.00,-239.61
232552.00,-239.72
232560.00,-239.06
232568.00,-238.50
232576.01,-237.83
232584.00,-236.77
232592.00,-234.94
232600.00,-233.02
232608.00,-231.86
232616.00,-230.52
232624.00,-228.63
232632.00,-300.81
232640.00,-586.25
232648.00,-978.31
232656.00,-1150.94
232664.00,-1065.63
232672.00,-971.63
232680.00,-932.14
232688.00,-835.20
232696.00,-685.95
232704.01,-542.80
232712.00,-408.92
232720.00,-273.08
232728.00,-117.98
232736.00,51.14
232744.00,187.41
232752.00,270.23
232760.00,315.33
232768.00,309.86
232776.00,278.69
232784.00,272.41
232792.00,263.34
232800.00,244.66
232808.00,211.05
232816.00,96.17
232824.00,-53.81
232832.01,-154.45
232840.00,-256.48
232848.00,-345.02
232856.00,-371.18
232864.00,-430.48
232872.00,-538.02
232880.00,-583.32
232888.00,-536.02
232896.00,-470.91
232904.00,-436.34
232912.00,-395.41
232920.00,-347.27
232928.00,-313.43
232936.00,-274.28
232944.00,-234.95
232952.00,-201.97
232960.01,-166.73
232968.00,-133.93
232976.00,-103.29
232984.00,-72.54
232992.00,-43.82
233000.00,-16.75
233008.00,10.33
233016.00,35.77
233024.00,150.94
233032.00,414.23
233040.00,630.79
233048.00,794.73
233056.00,1008.95
233064.00,1019.87
233072.00,896.42
233080.00,835.66
233088.00,562.38
233096.00,101.25
233104.00,-166.72
233112.00,-142.94
233120.00,-54.89
233128.00,-63.80
233136.00,-49.72
233144.00,-3.58
233152.00,0.36
233160.00,128.94
233168.00,575.94
233176.00,1046.84
233184.00,1029.86
233192.00,835.05
233200.00,872.22
233208.00,839.88
233216.01,745.34
233224.00,746.16
233232.00,696.66
233240.00,644.08
233248.00,625.17
233256.00,578.34
233264.00,542.58
233272.00,514.36
233280.00,476.09
233288.00,445.97
233296.00,415.28
233304.00,382.81
233312.00,354.72
233320.00,325.80
233328.00,297.28
233336.00,270.83
233344.00,244.73
233352.00,219.86
233360.00,196.11
233368.00,173.00
233376.00,150.18
233384.00,127.96
233392.00,107.51
233400.00,87.44
233408.00,67.99
233416.00,49.44
233424.00,31.65
233432.00,14.23
233440.00,-2.42
233448.00,-17.70
233456.00,-32.30
233464.00,-47.29
233472.01,-61.42
233480.00,-74.04
233488.00,-86.57
233496.00,-98.56
233504.00,-109.70
233512.00,-120.43
233520.00,-130.64
233528.00,-140.01
233536.00,-149.04
233544.00,-157.58
233552.00,-165.27
233560.00,-172.17
233568.00,-178.77
233576.00,-185.61
233584.00,-191.72
233592.00,-197.21
233600.00,-202.48
233608.00,-207.16
233616.00,-211.62
233624.00,-215.34
233632.00,-218.25
233640.00,-221.45
233648.00,-224.72
233656.00,-227.53
233664.00,-229.13
233672.00,-230.58
233680.00,-232.20
233688.00,-233.69
233696.00,-234.83
233704.00,-235.33
233712.00,-235.42
233720.00,-235.86
233728.00,-235.03
233736.00,-233.92
233744.00,-233.83
233752.00,-232.97
233760.00,-231.33
233768.00,-228.97
233776.00,-227.38
233784.00,-226.19
233792.00,-224.22
233800.00,-221.67
233808.00,-219.03
233816.00,-216.69
233824.00,-213.48
233832.00,-210.47
233840.00,-207.25
233848.00,-203.95
233856.00,-200.73
233864.00,-197.06
233872.00,-193.45
233880.00,-189.56
233888.00,-185.38
233896.00,-181.13
233904.00,-177.23
233912.00,-173.81
233920.00,-169.34
233928.00,-164.95
233936.00,-161.06
233944.00,-156.41
233952.00,-151.22
233960.00,-147.16
233968.00,-142.34
233976.00,-137.78
233984.00,-133.31
233992.00,-128.52
234000.00,-123.83
234008.00,-119.03
234016.00,-114.39
234024.00,-109.62
234032.00,-105.11
234040.00,-101.02
234048.00,-96.44
234056.00,-91.50
234064.00,-86.62
234072.00,-81.87
234080.00,-77.41
234088.00,-72.62
234096.00,-67.89
234104.00,-63.19
234112.00,-58.67
234120.00,-54.06
234128.00,-49.66
234136.00,-45.18
234144.00,-40.98
234152.00,-36.35
234160.00,-32.03
234168.00,-27.78
234176.00,-23.59
234184.00,-19.59
234192.00,-15.52
234200.00,-11.40
234208.00,-7.59
234216.00,-3.72
234224.00,0.19
234232.00,3.91
234240.00,7.55
234248.00,11.25
234256.00,14.61
234264.00,17.78
234272.00,20.38
234280.00,23.80
234288.00,28.00
234296.00,31.37
234304.00,33.64
234312.00,36.11
234320.00,39.38
234328.00,43.06
234336.00,46.15
234344.00,48.15
234352.00,50.70
234360.00,52.80
234368.00,55.33
234376.00,57.53
234384.00,59.77
234392.00,61.94
234400.00,64.14
234408.00,66.15
234416.00,67.94
234424.00,69.29
234432.00,70.69
234440.00,72.65
234448.00,74.27
234456.00,75.82
234464.00,77.04
234472.00,78.30
234480.00,79.63
234488.00,81.01
234496.00,81.93
234504.00,82.90
234512.00,84.06
234520.00,84.91
234528.00,85.55
234536.00,86.24
234544.00,86.62
234552.00,75.56
234560.00,30.91
234568.00,-30.52
234576.00,-59.29
234584.00,-65.61
234592.00,-85.62
234600.00,-92.09
234608.00,-87.99
234616.00,-132.69
234624.00,-195.56
234632.00,-224.02
234640.00,-228.66
234648.00,-200.95
234656.00,-161.13
234664.00,-167.84
234672.00,-184.31
234680.00,-153.02
234688.00,-124.28
234696.00,-122.67
234704.00,-59.16
234712.00,115.48
234720.00,230.86
234728.00,-36.61
234736.00,-495.86
234744.00,-292.73
234752.00,499.25
234760.00,679.78
234768.00,330.41
234776.00,309.03
234784.00,358.33
234792.00,300.03
234800.00,316.45
234808.00,283.44
234816.00,226.83
234824.00,191.16
234832.00,143.66
234840.00,128.20
234848.00,97.73
234856.00,16.87
234864.00,-32.94
234872.00,-32.81
234880.01,-16.53
234888.00,26.47
234896.00,105.23
234904.00,200.33
234912.00,274.14
234920.00,315.50
234928.00,337.03
234936.00,342.16
234944.00,341.50
234952.00,334.36
234960.00,315.28
234968.00,298.00
234976.00,282.11
234984.00,249.70
234992.00,213.88
235000.00,188.84
235008.01,166.05
235016.00,156.73
235024.00,169.70
235032.00,176.69
235040.00,178.36
235048.00,192.20
235056.00,192.08
235064.00,169.33
235072.00,198.64
235080.00,292.66
235088.00,312.45
235096.00,258.06
235104.00,247.78
235112.00,242.66
235120.00,220.75
235128.00,210.48
235136.00,199.27
235144.00,211.16
235152.00,170.67
235160.00,-143.88
235168.00,-484.44
235176.00,-151.73
235184.00,360.55
235192.00,221.02
235200.00,97.37
235208.00,220.76
235216.00,138.80
235224.00,108.04
235232.00,143.41
235240.00,89.68
235248.00,85.51
235256.00,83.61
235264.00,53.95
235272.00,50.83
235280.00,38.59
235288.00,21.70
235296.00,15.23
235304.00,2.63
235312.00,-8.98
235320.00,-17.25
235328.00,-27.73
235336.00,-37.12
235344.00,-45.67
235352.00,-54.42
235360.00,-62.34
235368.00,-70.07
235376.00,-77.61
235384.00,-84.59
235392.00,-91.13
235400.00,-97.62
235408.00,-103.54
235416.00,-109.41
235424.00,-114.73
235432.00,-119.87
235440.00,-124.60
235448.00,-129.04
235456.00,-133.30
235464.00,-137.03
235472.00,-140.84
235480.00,-144.01
235488.00,-147.15
235496.00,-149.88
235504.00,-152.47
235512.00,-154.91
235520.00,-156.96
235528.00,-158.88
235536.00,-160.39
235544.00,-161.94
235552.00,-163.20
235560.00,-164.22
235568.00,-164.84
235576.00,-165.52
235584.00,-218.42
235592.00,-498.33
235600.00,-689.98
235608.00,-240.23
235616.00,87.67
235624.00,-173.41
235632.00,-154.34
235640.00,-35.17
235648.00,-153.94
235656.00,-113.27
235664.00,-86.91
235672.00,-136.64
235680.00,-104.31
235688.00,-108.83
235696.00,-122.64
235704.00,-115.41
235712.00,-155.06
235720.00,-209.91
235728.00,-241.58
235736.00,-255.02
235744.00,-252.66
235752.00,-228.05
235760.00,-156.38
235768.00,-70.09
235776.00,-44.03
235784.00,-59.41
235792.00,-56.23
235800.00,-52.81
235808.00,-57.83
235816.00,-55.31
235824.00,-54.58
235832.00,-56.42
235840.00,-54.48
235848.00,-54.52
235856.00,-54.13
235864.00,-53.00
235872.00,-52.58
235880.00,-51.78
235888.00,-51.08
235896.00,-56.63
235904.00,-72.77
235912.00,-84.42
235920.00,-88.19
235928.00,-116.34
235936.00,-148.88
235944.00,-121.19
235952.00,-64.59
235960.00,-41.41
235968.00,-33.86
235976.00,-23.84
235984.00,-27.21
235992.00,-37.77
236000.00,-31.35
236008.00,-16.41
236016.00,-2.74
236024.00,-55.20
236032.00,-394.90
236040.00,-767.54
236048.00,-410.05
236056.00,228.34
236064.00,173.25
236072.00,7.23
236080.00,144.10
236088.00,106.91
236096.00,61.75
236104.00,117.63
236112.00,84.77
236120.00,80.22
236128.00,87.58
236136.00,27.87
236144.00,-49.85
236152.00,-150.45
236160.00,-241.92
236168.00,-271.89
236176.00,-258.13
236184.00,-207.34
236192.00,-112.63
236200.00,-6.38
